Display Name,BayerFlamsteed,Gliese,Proper Name,Spectral Class
Hip 50232,,,,B2IV-V
Hip 60546,,,,B9V
Hip 65876,,,,M...
Hip 74122,,,,K0II/IIICN.
Hip 77481,,,,B8III
Hip 89224,,,,B5III
Hip 102707,,,,K4III
Hip 115198,,,,B2IV
Hip 117938,,,,K0
Hip 7969,,,,K2
Hip 28513,,,,B3Ib
Hip 29136,,,,B7V
Hip 30569,,,,K1III
Hip 35795,,,,B3V
Hip 36034,,,,K3III
Hip 37159,,,,K5
Hip 41002,,,,K0
Hip 42923,,,,B2III
Hip 45280,,,,G8III
Hip 46585,,,,B9.5V
Hip 48105,,,,K3III
Hip 58307,,,,K4III
Hip 66524,,,,B5II
Hip 75523,,,,B8III
Hip 78675,,,,G8III
Hip 86105,,,,K1III
Hip 88541,,,,F2/F3II
Hip 94250,,,,B9
Hip 100579,,,,B9III
Hip 103162,,,,K0
Hip 115078,,,,M1III
Hip 116004,,,,K0
Hip 117361,,,,K0III
Hip 21577,,,,B9.5V+...
Hip 31398,,,,K5III
Hip 38110,,,,B5III
Hip 41212,,,,B5Vn
Hip 42312,,,,A6II
Hip 47963,,,,B2.5IV
Hip 49077,,,,K5
Hip 59279,,,,B8II
Hip 59734,,,,K1III
Hip 64867,,,,B9V
Hip 67958,,,,G6/G8III+..
Hip 71900,,,,M2
Hip 73749,,,,B8II
Hip 78316,,,,G8III
Gamma 1 Normae,Gamma 1 Normae,,,F9Ia
Hip 88581,,,,O8
Hip 92570,,,,K0
Hip 96888,,,,M0III
Hip 107000,,,,B9
Hip 108058,,,,B9V
Hip 110909,,,,G9III comp
Hip 115476,,,,K2
Hip 926,,,,K0
Hip 1804,,,,M0III
Hip 2795,,,,A0
Hip 12520,,,,B6V
Hip 15634,,,,B8
Hip 31900,,,,F0V
Hip 38584,,,,B8II
Hip 38901,,,,A7III
Hip 39493,,,,G6III
Hip 43739,,,,K5
Hip 46435,,,,M...
Hip 46456,,,,K1III
Hip 49137,,,,B2.5V
Hip 52977,,,,B3V
Hip 55202,,,,G6II
Hip 58356,,,,G8II/III
Hip 59807,,,,K5III
Hip 60180,,,,M3:III
Hip 71326,,,,K5III
Hip 72982,,,,K5
Hip 90170,,,,M2III
Hip 96856,,,,K0Iab:
Hip 97029,,,,K0
Hip 99515,,,,B9
Hip 106351,,,,K5III
Hip 115739,,,,G8/K0III
Hip 118071,,,,F8III
Hip 20259,,,,K2
Hip 24618,,,,B2V
Hip 26992,,,,B8
Hip 27614,,,,B9
Hip 29220,,,,K2/K3III
Hip 32434,,,,B3Vne
Hip 34954,,,,B2III
Hip 39876,,,,A3III
Hip 45702,,,,K5
Hip 46996,,,,A1IV
Hip 48741,,,,K3III
Hip 64598,,,,K3IIICN...
Hip 67511,,,,M0
Hip 78928,,,,K1III
Hip 78949,,,,M...
Hip 83984,,,,B8II/III
Hip 89617,,,,G8II
Hip 89708,,,,B7/B8III
Hip 93379,,,,B8
Hip 94740,,,,B5
Hip 95755,,,,B2IV
Hip 99312,,,,K5III
Hip 114669,,,,K4III
Hip 116830,,,,G5
Hip 7963,,,,B8III
Hip 10089,,,,K5III
Hip 19770,,,,K0
Hip 24575,,,,O9.5Vvar
Hip 25477,,,,B5p
Hip 33532,,,,B2V
Hip 34006,,,,B2IV
Hip 34350,,,,B3V
Hip 40115,,,,K0
Hip 42779,,,,K0
Hip 43251,,,,M3.5III:
Hip 49828,,,,B9IV
Hip 57696,,,,G5Ib
Hip 67300,,,,K0III
Hip 74598,,,,K4III
Hip 84004,,,,M...
Hip 93458,,,,B5III
Hip 95612,,,,B7V
39 Kappa Aquilae,39 Kappa Aquilae,,,B0.5III
Hip 98008,,,,A3V
Hip 98637,,,,B8V
Hip 103889,,,,B6V
Hip 107859,,,,K3III
Hip 113877,,,,M1III
Hip 114154,,,,Bpe
Hip 18884,,,,B0.5III
Hip 22170,,,,K2/K3II:pe
Hip 26215,,,,B9IIIMNp...
Sigma Columbae,Sigma Columbae,,,F2III
Hip 33263,,,,K2/K3III
Hip 34331,,,,B3III
Hip 37865,,,,K2III
Hip 38438,,,,B1.5IV
Hip 38770,,,,G5II/III
Hip 39621,,,,A0
Hip 40155,,,,F7p
Hip 41085,,,,B5V
Hip 46533,,,,Ap
Hip 56606,,,,B2.5IV
Hip 74437,,,,K2
Hip 86949,,,,A0Iab-Ib
Hip 92222,,,,B9
Hip 96198,,,,M4.5III
Hip 96804,,,,G8III
Hip 99477,,,,M...
Hip 100651,,,,B9.5III
Hip 31088,,,,B2/B3II:
Hip 33550,,,,C5II
Hip 37654,,,,K2
Hip 46265,,,,B8/B9IV
Hip 51146,,,,K2
Hip 52199,,,,K2III
Hip 53347,,,,K1III
Hip 65528,,,,K5/M0III
Hip 72171,,,,G5Ib/II
Hip 81823,,,,K3III
Hip 87120,,,,A2
Hip 91565,,,,G6III
Hip 114820,,,,K2III
Hip 2922,,,,K2
Hip 15416,,,,K2II
Hip 16307,,,,K5Iab:
38 Omicron Persei,38 Omicron Persei,,,B1III
Hip 27900,,,,G9II
Hip 46149,,,,K2
Hip 49013,,,,K4III
Hip 54260,,,,M...
Hip 70385,,,,K4III
Hip 78491,,,,M5III
Hip 86167,,,,K5
Hip 86709,,,,M1II
Hip 88054,,,,K5
Hip 90637,,,,B6IV
Hip 94104,,,,B9
Hip 94849,,,,B8V
Hip 96092,,,,A0
Hip 98458,,,,G8II
Hip 101505,,,,B3IV
Hip 105080,,,,K3III
Hip 106015,,,,K0
Hip 111990,,,,K5
Hip 115579,,,,B2V
Hip 6207,,,,M4III
Hip 6547,,,,A0
Hip 9045,,,,B9
Hip 32345,,,,B9
Hip 40324,,,,B2IV/V
Hip 42893,,,,K4III
Hip 45625,,,,B3IV
Hip 46204,,,,K2III
Hip 50135,,,,B4V
Hip 50148,,,,K3/K4III
Hip 52146,,,,K4/K5III
Hip 71390,,,,M2III
Hip 86123,,,,K2
Hip 86628,,,,M3III
Hip 88527,,,,K3p
Hip 90206,,,,B7III
Hip 90970,,,,B4V
Hip 93537,,,,K0II/III
Hip 94291,,,,K0
Hip 100776,,,,K5
Hip 101398,,,,A0
Hip 104111,,,,K5
Hip 107541,,,,K2
Hip 109894,,,,B9
Hip 115395,,,,K3II
Hip 25886,,,,B5
Hip 30722,,,,O9:pe
Hip 32669,,,,K4III
Hip 34185,,,,K0
Hip 35077,,,,A0
Hip 36746,,,,M...
Hip 39107,,,,B5V
Hip 39398,,,,K2
Hip 43030,,,,K2
Hip 44685,,,,B2IV
Hip 47549,,,,B3III:psh
Hip 50555,,,,K3II
Hip 52556,,,,K5
Hip 58334,,,,G8III
Hip 80721,,,,B2Ve
Hip 91213,,,,K2
Hip 92170,,,,A0
Hip 92391,,,,K2Ib
Hip 93395,,,,B1V
Hip 94393,,,,F0:V
Hip 95744,,,,K2
Hip 96506,,,,K2III
Hip 108378,,,,K5
Hip 5533,,,,K2
Hip 7015,,,,K5III
Hip 23404,,,,B8
Hip 25301,,,,K2
Hip 25976,,,,K5
Hip 27929,,,,B1.5V
Hip 32393,,,,K0/K1III:
Hip 39302,,,,K2
Hip 40049,,,,K2III
Hip 41640,,,,B4V
Hip 45659,,,,K2Ib/II
Hip 64768,,,,M6III
Hip 66431,,,,K5III
Hip 66613,,,,K2
Hip 68183,,,,K4III
Hip 69987,,,,M2/M3III
Hip 73747,,,,K2
Hip 74582,,,,N0v
Hip 75742,,,,G2Ib
Hip 81696,,,,O7V
Hip 93705,,,,K0
Hip 95440,,,,K5III
Hip 98058,,,,K2
Hip 98163,,,,K4II
Hip 102371,,,,M2III
Hip 105946,,,,B9III/IV
Hip 113146,,,,K2
Hip 695,,,,G3II
Hip 11663,,,,K0
Hip 14038,,,,M0III
Hip 19729,,,,K5
Hip 24890,,,,K5
Hip 31285,,,,B9
Hip 31392,,,,K4III
35 Geminorum,35 Geminorum,,,K3III
Hip 33684,,,,K2
Hip 39310,,,,B3V(n)
Hip 52103,,,,B4/B5III/IV
Hip 53007,,,,B2V
Hip 76614,,,,K4/K5III
Hip 77433,,,,K0/K1III
Hip 77720,,,,B6III
Hip 84814,,,,K2
Hip 86508,,,,B4V
Hip 88213,,,,B2IV
Hip 89023,,,,B9V+...
Hip 90939,,,,K0/K1II/III
Hip 94436,,,,G5Ib
Hip 94814,,,,M1
Hip 104537,,,,B6IV
Hip 106284,,,,B5
Hip 106420,,,,K1Ibvar
Hip 940,,,,B5II: SB
Hip 4962,,,,F0II
Hip 7632,,,,K0
Hip 10200,,,,K2III
Hip 27404,,,,K5
13 Monocerotis,13 Monocerotis,,,A0Ib
Hip 36736,,,,B2II
Hip 37318,,,,B5IV/V
Hip 38345,,,,G3III
Hip 39153,,,,A0p
Hip 41039,,,,B1V
Hip 46545,,,,K0
Hip 47854,,,,G5Iab/Ib
Hip 52639,,,,K0
Hip 89500,,,,B9V
Hip 92488,,,,F2Ib
Hip 97434,,,,K3Ia0-a...
Hip 101894,,,,M2III
Hip 103476,,,,M...
Hip 118002,,,,M2III
Hip 14940,,,,K2III
Hip 20370,,,,G0
Hip 26894,,,,F8
Hip 27972,,,,K5III
Hip 32631,,,,K1II
Hip 39170,,,,A1V
Hip 42834,,,,B0IIIn
Hip 43336,,,,G5
Hip 43396,,,,B5IV
Hip 49747,,,,F5
Hip 53682,,,,M2
Hip 59849,,,,K2
Hip 62668,,,,K2III
Hip 63731,,,,K1/K2III
Hip 85549,,,,B5III
Hip 93404,,,,B2IV-V
Hip 96403,,,,A2
Hip 111436,,,,K5III:
Hip 111815,,,,K3III
Hip 117359,,,,K0
Hip 945,,,,B8
Hip 4571,,,,K5III
Hip 7156,,,,K0
Hip 20179,,,,A0
Hip 28429,,,,A2
Hip 37428,,,,K5
Hip 37649,,,,K5III
Hip 37910,,,,G8/K0III+..
Hip 60165,,,,G5p...
Hip 63623,,,,K3III
Hip 81646,,,,M2
Hip 85448,,,,K5III
Hip 86625,,,,K5
Hip 88675,,,,A2III
102 Herculis,102 Herculis,,,B2IV
Hip 93423,,,,K3III
37 Gamma Cygni,37 Gamma Cygni,,,F8Ib
8 Sigma Cassiopeiae,8 Sigma Cassiopeiae,,,B1V...
Hip 398,,,,B3V
Hip 5822,,,,K3III
Hip 6087,,,,K0
Hip 20839,,,,K4III
Hip 23298,,,,A0V + A:
Hip 24319,,,,B8
Hip 25293,,,,B8
Hip 26692,,,,F0
Hip 30743,,,,B4V
Hip 47817,,,,K4III + A5:V
Hip 63915,,,,K4III
Hip 71901,,,,K0III
Hip 80788,,,,G8Ib
Hip 86527,,,,K3III + (G)
Hip 89416,,,,B8V
Hip 93996,,,,B2V
Hip 98194,,,,B5V
Hip 98620,,,,A0
Hip 98987,,,,A0
Hip 103398,,,,K2/K3III
Hip 105017,,,,K0III+...
Hip 111112,,,,A0
Hip 112420,,,,M0
Hip 112604,,,,K2
Hip 113861,,,,K5III
Hip 8344,,,,M1/M2III
Hip 22636,,,,K2
Hip 29541,,,,A0
Hip 29632,,,,B9
Hip 35189,,,,Ap...
Hip 37430,,,,K4III
Hip 49722,,,,K0III
Hip 50719,,,,G8II
Hip 72610,,,,K4III
Hip 82292,,,,B8IV
Hip 89823,,,,K2/K3III
15 Lambda Lyrae,15 Lambda Lyrae,,,K3III
Hip 93523,,,,K1III
Hip 94524,,,,K2
Hip 97985,,,,Fp
Hip 6759,,,,C
Hip 13401,,,,K1III
36 Upsilon Orionis,36 Upsilon Orionis,,,B0V
Hip 30065,,,,G0
Hip 52730,,,,A2IV
Hip 58835,,,,Ap Si
Hip 68088,,,,A5III
Hip 71538,,,,B9V
Hip 85008,,,,B5V+...
Hip 88855,,,,G5Ia
Hip 89552,,,,B7V
Hip 92260,,,,M0III
Hip 99852,,,,G5
Hip 111302,,,,K2
Hip 12453,,,,B9V
Hip 19779,,,,G5
Hip 24038,,,,K5III
7 Lyncis,7 Lyncis,,,K0III:
Hip 32809,,,,K3III
Hip 32893,,,,K4III
Hip 43023,,,,A1III
Hip 55831,,,,B3IV
Hip 58475,,,,B9III
Hip 59265,,,,B + M1e
Hip 62502,,,,K2
Hip 66917,,,,B6III
Hip 91921,,,,F5
Hip 97607,,,,B2.5IVe
Hip 100069,,,,O9V
Hip 100434,,,,G5II+...
Hip 101431,,,,K2III
Hip 102558,,,,F8
Hip 103206,,,,B5IV
Hip 104962,,,,B4IV
Hip 106544,,,,M3
Hip 115416,,,,K2
Hip 5070,,,,A0
Hip 16113,,,,K4III
Hip 16516,,,,B2IV
Hip 28431,,,,K3Ib
48 Aurigae,48 Aurigae,,,F5.5Ibv
Hip 34393,,,,G8/K0III+..
Hip 41806,,,,B5V
Hip 42788,,,,K3III
Hip 76630,,,,K5
Hip 78379,,,,G5
Hip 84297,,,,F2III
Hip 85530,,,,B2V
Hip 87790,,,,B8
Hip 90766,,,,A0...
Hip 92740,,,,A2
Hip 104871,,,,K5
Hip 105581,,,,K5
Hip 114327,,,,B5
Hip 5256,,,,K1III
Hip 23728,,,,K0
33 Orionis,33 Orionis,,,B1.5V
Hip 25896,,,,B8
Hip 26508,,,,B2V
Hip 26535,,,,B1.5IV
Hip 71348,,,,M4III
Hip 85919,,,,B5IV:
Hip 87586,,,,K2
Hip 99624,,,,K5
Hip 111480,,,,K2
Hip 20922,,,,B2V:ne
Hip 30420,,,,K2/K3III
Hip 31827,,,,K2III
Hip 34940,,,,B2IV
27 Canis Majoris,27 Canis Majoris,,,B3III
Hip 35669,,,,B5III
Hip 37030,,,,K0
14 Puppis,14 Puppis,,,B3III
Hip 40341,,,,B2V
Hip 42690,,,,B8V
Hip 47108,,,,A4V
Hip 53231,,,,B5V
Hip 63688,,,,B1.5IIIne
25 Cygni,25 Cygni,,,B3IV
Hip 102120,,,,A0
Hip 106145,,,,B5
Hip 114816,,,,B5
Hip 19679,,,,K0
Hip 25378,,,,B2.5V
Hip 31448,,,,K4III
Hip 32385,,,,B+...
Hip 33723,,,,O9V
Hip 36232,,,,K5
Hip 37153,,,,M3
Hip 38355,,,,B2IV-V
Hip 40543,,,,B3III
Hip 42739,,,,K2
Hip 49220,,,,B2.5IV
Hip 54613,,,,M4.5III:
Hip 85116,,,,B4III
Hip 89017,,,,K2
Hip 90971,,,,B8IIIp SiSr:
Hip 93749,,,,K5
Hip 96784,,,,B8
Hip 98690,,,,K5
Hip 100663,,,,K2III
44 Cygni,44 Cygni,,,F5Iab
Hip 106071,,,,B8Ib
26 Aquarii,26 Aquarii,,,K2III
Hip 113603,,,,A3V
Hip 114203,,,,A2
Hip 965,,,,K4III
Hip 2409,,,,B2V
Hip 14066,,,,K2
Hip 29901,,,,K2
Hip 33611,,,,B2V
Hip 33770,,,,B2IV
Hip 34039,,,,B8
Hip 39949,,,,B5V
Hip 39951,,,,B5V
Hip 43325,,,,A2/A3IV
Hip 46329,,,,B5V
Hip 63152,,,,C7I
Hip 63937,,,,M1III
Hip 66984,,,,B8III
Hip 77102,,,,K2
Hip 86317,,,,K5III
Hip 93553,,,,B8
Hip 95820,,,,F5-G1I-II
Hip 99449,,,,A0
Hip 114078,,,,B9
Hip 7289,,,,M4III
Hip 7785,,,,B8
Hip 13295,,,,K5III
Hip 18111,,,,B2V
Hip 27380,,,,F8Ib-II
Hip 31096,,,,K0
Hip 35306,,,,B9
Hip 36437,,,,B3IV/V
Hip 40410,,,,B8
Hip 41621,,,,B2V
Hip 51140,,,,K3II/III
Hip 58519,,,,M4III
Hip 92550,,,,K1II-III
Hip 97466,,,,B9
Hip 112620,,,,M1III
3 Ceti,3 Ceti,,,K3Ibvar
Hip 2144,,,,M1III:
Hip 2191,,,,B3V
Hip 3833,,,,M2III
Hip 24196,,,,B9Vn
Hip 26476,,,,B6V
Hip 32148,,,,B5V
Hip 39613,,,,B4V
Hip 42614,,,,B1.5V
Hip 66899,,,,M0
Hip 68679,,,,K5
Hip 105193,,,,M3
Hip 109201,,,,M3
Hip 3905,,,,G5
Hip 15192,,,,A0Ia
Hip 19341,,,,G8II
Hip 24420,,,,K2III
Hip 28973,,,,B3V
Hip 30341,,,,K0
Hip 31139,,,,A0
15 Canis Majoris,15 Canis Majoris,,,B1Ib
Hip 35159,,,,K5
Hip 35621,,,,B2V
Hip 39868,,,,B9
Hip 91777,,,,B5III/IV
Hip 93836,,,,B5V
Hip 98090,,,,B8/B9V
Hip 98313,,,,K5
19 Vulpeculae,19 Vulpeculae,,,K3II-III
Hip 106185,,,,K5/M0III
Hip 108364,,,,B2V
Hip 117956,,,,G8Ib
Hip 457,,,,M3III
Hip 17976,,,,K4III
47 Omega Orionis,47 Omega Orionis,,,B3IIIe
Hip 29660,,,,M1/M2III
Hip 32637,,,,B8II/III
Hip 35646,,,,A3
Hip 37074,,,,O8V:pevar
Hip 38226,,,,K0II
Hip 38904,,,,B8V
Upsilon Carinae,Upsilon Carinae,,,A9
Hip 51026,,,,K1III+...
Hip 52960,,,,A1/A2V
Hip 63777,,,,K3III
Hip 68047,,,,A0IV/V+...
Hip 68151,,,,K3III
Hip 79112,,,,K4III
Hip 84965,,,,A0
Hip 88172,,,,B8Vn
Hip 102953,,,,B2V
Hip 107164,,,,B0V:pe
Hip 108353,,,,K0
Hip 10015,,,,K2III
Hip 12169,,,,G5
Hip 27516,,,,K5III
Hip 36388,,,,K5III
Hip 38652,,,,B2III/IV
Hip 39769,,,,M0
Hip 40016,,,,B3IV
Hip 40943,,,,B2IV-V+...
Hip 42433,,,,O8V:
Hip 59551,,,,F6Ib
Hip 62422,,,,K2
Hip 67326,,,,B6III
Hip 75873,,,,B2/B3IV
Hip 89198,,,,K5
Hip 96420,,,,K2
Hip 100295,,,,K5
Hip 104773,,,,M1III
Hip 106518,,,,B9III
Hip 106843,,,,B0V
Hip 107777,,,,B0.5III
Hip 109569,,,,Ma
Hip 957,,,,A0
Hip 8257,,,,A0
Hip 8979,,,,K5
Hip 16518,,,,B1V
Hip 21233,,,,K5
Hip 30970,,,,K0Iab
Hip 36987,,,,K2III
Hip 40849,,,,K2
Hip 41616,,,,B2IV
Hip 41719,,,,A1/A2IV
Hip 43057,,,,B5Ib
Hip 60789,,,,K1III
Hip 63487,,,,K5
Hip 73622,,,,K4/K5III
Hip 78367,,,,G5Ib
Hip 80305,,,,G3IIICN...
Hip 80684,,,,K0
Hip 81900,,,,B9p...
Hip 85147,,,,B2IV
Hip 92456,,,,K1II/III
Hip 93973,,,,K1III
Hip 96254,,,,B3III
Hip 97484,,,,K5III
Hip 100348,,,,K3III
Hip 101830,,,,K4III
Hip 112761,,,,G4Ib
Hip 4935,,,,M3III
Hip 10714,,,,M0III
Hip 12263,,,,K4III
Hip 13296,,,,O6e
Hip 20134,,,,A5IVp...
Hip 27613,,,,M3
Hip 28830,,,,K0
Hip 40552,,,,K3III
Hip 42354,,,,B2III
Hip 46569,,,,K2/K3III
Hip 54604,,,,K5
Hip 55682,,,,K5
Hip 59679,,,,B5V
Hip 60761,,,,B8/B9III
Hip 61166,,,,B8IV
Hip 77995,,,,B8III
Hip 82660,,,,K1IIICN...
Hip 91736,,,,Asp...
Hip 96840,,,,B5V
Hip 101436,,,,M3III
Hip 103167,,,,B8II
Hip 103868,,,,M0
22 Lambda Cephei,22 Lambda Cephei,,,O6e
Hip 110316,,,,K2
Hip 10254,,,,K2/K3III
Hip 13028,,,,K0
Hip 22461,,,,B1II-IIIn..
Hip 23755,,,,B8II
Hip 27122,,,,K3III
Delta Pictoris,Delta Pictoris,,,B0.5IV
Hip 31130,,,,O6e
Hip 31637,,,,B6IV
42 Omega Geminorum,42 Omega Geminorum,,,G5II
Hip 36981,,,,B2/3V(n)
Hip 38591,,,,M1III
Hip 42287,,,,K1/K2III:+.
Hip 43158,,,,B0II/III
Hip 50970,,,,M5III
Hip 51984,,,,B3Vn
Hip 57526,,,,Ap Si
Hip 58848,,,,K3III+A0IV/V
Hip 60455,,,,F7Ib/II
Hip 68441,,,,M1III
Hip 74733,,,,G8IIICN...
Hip 76207,,,,M2III
Hip 89290,,,,B2.5III
Hip 90604,,,,B9III
Hip 100876,,,,K0
Hip 111550,,,,B3V
Hip 4869,,,,K2IICNp...
Hip 19256,,,,K3III
Hip 26742,,,,B2IV
Hip 26743,,,,K2
Hip 33718,,,,B8
Hip 47397,,,,B5V
Hip 53334,,,,K4III
Hip 54290,,,,K4III
Hip 71046,,,,K3III
Hip 82944,,,,A5IV/V
Hip 86808,,,,B8
Hip 92814,,,,B3II
Hip 95898,,,,K5Ib
Hip 99248,,,,B8
Hip 114418,,,,K0III
Hip 117423,,,,K5II
Hip 8134,,,,K0
Hip 11901,,,,K3Ib
Hip 13722,,,,K4III
Hip 30214,,,,B1Vpe SB
Hip 37522,,,,K0
Hip 38020,,,,B1V
Hip 41938,,,,K1Ib:
Hip 42744,,,,M...
Hip 44427,,,,M1III
Hip 51934,,,,B5V
Hip 68945,,,,M1III
Hip 74093,,,,B8V
Hip 85409,,,,B9II
Hip 86737,,,,M0III
Hip 89683,,,,K5
Hip 89975,,,,B3V
Hip 90805,,,,G0
Hip 92733,,,,K2III
46 Upsilon Sagittarii,46 Upsilon Sagittarii,,,F2p
Hip 96546,,,,K5
Hip 97101,,,,K0
Hip 98124,,,,A0
Hip 102949,,,,F5Ib
Hip 108145,,,,A0
Hip 117299,,,,K3II
Hip 365,,,,B9III
Hip 3444,,,,K0
Hip 26713,,,,B1.5V
55 Orionis,55 Orionis,,,B2IV-V
Hip 28681,,,,A0
Hip 46648,,,,K2
Hip 53151,,,,K2II/III
Hip 60011,,,,M1III
Hip 61136,,,,F5III
Hip 65831,,,,K5/M0III+..
Hip 80219,,,,K5
Hip 90205,,,,B9
Hip 93314,,,,K0
Hip 94685,,,,F6Ib-II
Hip 97978,,,,M0III
Hip 102796,,,,K5
80 Pi 1 Cygni,80 Pi 1 Cygni,,,B3IV
Hip 31603,,,,K0II
Hip 32979,,,,B8
Hip 33610,,,,G0Ib
Hip 35301,,,,K2
Hip 37015,,,,B3III/IV
Hip 41508,,,,K0
Hip 42712,,,,B1.5Vn
Hip 89352,,,,K0
Hip 90769,,,,K0III
Hip 91343,,,,F2V
Hip 96872,,,,M...
42 Cygni,42 Cygni,,,A1Ib
Hip 102980,,,,K5
Hip 103823,,,,B9
Hip 109627,,,,K2III
Hip 9502,,,,K5III
59 Andromedae,59 Andromedae,,,A1Vn
Hip 11625,,,,A3Iab
Hip 16952,,,,K4III
Hip 37036,,,,B2II
Hip 38512,,,,F8/G0Ib
Hip 38858,,,,B3V
Hip 43209,,,,B2IV
Hip 55140,,,,M2III
Hip 56716,,,,K5
Hip 59560,,,,K0III
Hip 87735,,,,K2
Hip 88897,,,,A2
Hip 97572,,,,B5V
Hip 102336,,,,K2III
Hip 103876,,,,K2
Hip 105229,,,,A5IV
Hip 108030,,,,G8II
Hip 108233,,,,K2II-III
Hip 112212,,,,M0III
Hip 113064,,,,K5
Hip 113976,,,,K2
Hip 115529,,,,B2V
Hip 116640,,,,M3III
Hip 118318,,,,K2
Hip 21108,,,,B8V
Hip 37659,,,,M2III
Hip 39246,,,,B2IIIp
Hip 42033,,,,K2III
Hip 48527,,,,B2V
Hip 54039,,,,K0
Hip 73881,,,,B3V
Hip 74254,,,,K1III
Hip 77173,,,,K1/K2III
Hip 77927,,,,B9II
Hip 93171,,,,B2IV
Hip 95698,,,,K2
Hip 97801,,,,K2
Hip 101350,,,,B0V
Hip 105219,,,,K5
Hip 115119,,,,A0V
Hip 16129,,,,K0
Hip 21825,,,,M1/M2III
Hip 24451,,,,A0V
Hip 25238,,,,G5
Hip 29900,,,,B5IV/V
Hip 32355,,,,B7Iab
Hip 34357,,,,A1V
Hip 48662,,,,N0v
Hip 51806,,,,G8/K0III+..
Hip 51977,,,,K3III
Hip 82189,,,,M0III
Hip 88147,,,,B8/B9II
Kappa 1Coronae Australis,Kappa 1Coronae Australis,,,B9.5
Hip 94220,,,,K0
Hip 99676,,,,B9
Hip 113282,,,,F0
Hip 23186,,,,B2IV
Hip 26959,,,,M3III
Hip 35839,,,,B9Iab
Hip 37848,,,,K5III
Hip 40528,,,,B5IV
Hip 49459,,,,K0III
Hip 53210,,,,A8IV
Hip 54929,,,,K4III
Hip 72121,,,,B2III
Hip 76762,,,,Ap Si
Hip 92713,,,,K2
Hip 107961,,,,B2V
Hip 114335,,,,K2
Hip 115605,,,,K2III
Hip 116417,,,,K5
Hip 19018,,,,F0II
Hip 31875,,,,B3V
Hip 39990,,,,M2III:
Hip 40870,,,,K0
Hip 41441,,,,K5III
Hip 42161,,,,M3/M4III
Hip 49281,,,,B4:Vne
Pi 2 Octantis,Pi 2 Octantis,,,G8Ib
Hip 74253,,,,M2.5III:
Hip 81651,,,,B0III
Hip 86468,,,,B7Ve
33 Sagittarii,33 Sagittarii,,,G8/K0II
Hip 94500,,,,K2IIICN...
Hip 99909,,,,B9
Hip 102396,,,,A0IV/V
Hip 104747,,,,B8
Hip 108301,,,,A0
Hip 108621,,,,K5
Hip 117265,,,,B2IV
Hip 1310,,,,G5
Hip 3344,,,,M1III
Hip 6958,,,,K3III
Hip 27478,,,,K2II
Hip 39272,,,,K2IIICN...
Hip 46348,,,,B9II/III
Hip 49231,,,,K5
Hip 50222,,,,M0IIIvar
Hip 52670,,,,B2.5V
Hip 54266,,,,B2IIIp
Hip 60308,,,,K4III + (F)
Hip 69190,,,,K5
Hip 112726,,,,K5III
Hip 113034,,,,K1/K2III
Hip 114213,,,,K4II
Hip 114904,,,,B0Vn
Hip 48,,,,K0/K1III
Hip 9054,,,,A0
Hip 20417,,,,M0III
Hip 20647,,,,B1V
69 Lambda Eridani,69 Lambda Eridani,,,B2IVn
Hip 29681,,,,B5
Hip 31506,,,,K1III
Hip 33712,,,,G8III
Hip 34137,,,,K2III
Hip 35609,,,,B3V
Hip 36514,,,,G2Ib...
Hip 37942,,,,F5
Hip 41032,,,,K5
23 Sextantis,23 Sextantis,,,B2.5IV
Hip 58367,,,,B8II
Hip 58587,,,,B2IV
Hip 70498,,,,K2III
Hip 83184,,,,K2
Hip 87107,,,,M...
14 Tau Capricorni,14 Tau Capricorni,,,B7III
Hip 106739,,,,M1
Hip 115245,,,,K2III
Hip 11785,,,,M0
Hip 25869,,,,B2V
Hip 27579,,,,K4/K5III
Hip 31407,,,,B9III
Hip 35517,,,,K2
Hip 38370,,,,B2IV
Hip 42678,,,,K5III
Hip 48037,,,,K1III
Hip 50589,,,,B6V
Hip 53940,,,,M4III
Hip 54232,,,,K2
Hip 70612,,,,G3II/III
Hip 75054,,,,M3III
Hip 88821,,,,K3II
Hip 88943,,,,B6III:
Hip 97454,,,,F8Ib-II
Hip 98320,,,,B5IV
Hip 98835,,,,F2Ib
Hip 101278,,,,K2
Hip 107653,,,,F5Ib
Hip 111907,,,,M0
Hip 114734,,,,K2
Hip 1474,,,,K2
Hip 10029,,,,K3III
Hip 10964,,,,M...
46 Xi Persei,46 Xi Persei,,,O7.5Iab:
Hip 24649,,,,F0II
Hip 25340,,,,B8V
Hip 26314,,,,B3Vvar
Hip 27326,,,,K0
Hip 27826,,,,K2
Hip 29849,,,,B8II
Hip 37707,,,,M...
Hip 38262,,,,K2
Hip 39556,,,,A0
Hip 39866,,,,B3V
Hip 40879,,,,K2
Hip 43237,,,,K3IIICN...
Hip 49675,,,,K2III
Hip 66475,,,,F3III comp
Hip 74311,,,,K0
Hip 75079,,,,B1III
Hip 85885,,,,B2II
Hip 92487,,,,B5III
Hip 95537,,,,K5
Hip 103191,,,,B2IIIvar
70 Cygni,70 Cygni,,,B3V
Hip 110809,,,,K2
Hip 10624,,,,B2Ib
Hip 21098,,,,K0III
Hip 29138,,,,B9V
Hip 30027,,,,K0
Hip 30489,,,,B9
Hip 31620,,,,K5III
Hip 35975,,,,A2Ib/II
Hip 37970,,,,B5Vn
Hip 38224,,,,B8V
